trade_id,trader_id,trader_name,trade_date,entry_time,exit_time,exit_date,trading_session,asset,asset_class,trade_type,strategy,entry_price,exit_price,stop_loss,take_profit,quantity,risk_pct,reward_pct,profit_loss,fees,net_profit,trade_duration_min,win_loss,account_balance,max_drawdown_pct,risk_reward_ratio,emotional_state,trade_notes,data_source,entry_datetime,exit_datetime,price_outlier
TT-008744,TR-012,T. Bergman,2025-11-17,08:38:58,,,London,US30,Index,Buy,Swing,65276.39448,,64793.35231,66991.19417,0.177104,0.858,3.045,,2.31,,,,9953.43,74.863,3.55,Neutral,"Choppy conditions on US30, no follow-through.",synthetic,2025-11-17 08:38:58,,False
TT-002054,TR-003,S. Iyer,2024-05-17,01:01:12,,,Asia,US30,Index,Buy,Swing,42031.5234,,41313.77296,44593.89248,0.241688,1.89,6.748,,2.03,,,,9002.07,62.449,3.57,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic,2024-05-17 01:01:12,,False
TT-008509,TR-002,M. Chen,2025-10-27,01:18:40,,,Asia,NASDAQ,Index,Sell,Trend Following,40586.67232,,41404.79214,38328.66162,0.42185,1.424,3.931,,3.77,,,,23880.75,44.888,2.76,Neutral,"Choppy conditions on NASDAQ, no follow-through.",synthetic,2025-10-27 01:18:40,,False
TT-007006,TR-007,D. Novak,2025-06-06,17:23:14,,,New York,GOLD,Commodity,Buy,Scalping,2651.07078,,2644.38708,2659.89326,8.009609,1.208,1.594,,6.37,,,,4477.44,86.259,1.32,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic,2025-06-06 17:23:14,,False
TT-006401,TR-011,N. Haddad,2025-04-17,08:22:06,,,London,GOLD,Commodity,Sell,Trend Following,2544.77076,,2566.53261,2493.84804,48.822639,1.645,3.85,,37.27,,,,67031.36,22.665,2.34,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic,2025-04-17 08:22:06,,False
TT-003578,TR-011,N. Haddad,2024-08-21,08:05:48,,,London,BTC,Crypto,Buy,Breakout,16078.49655,,15696.35229,16777.82053,1.307761,1.067,1.953,,15.77,,,,47717.6,20.328,1.83,Anxious,"Took profit early out of nervousness, trade ran further without me.",synthetic,2024-08-21 08:05:48,,False
TT-002107,TR-011,N. Haddad,2024-05-20,18:58:35,,,New York,EURUSD,Forex,Sell,Swing,1.00206,,1.00896,0.97215,50617.344387,0.639,2.775,,6.09,,,,54317.78,19.516,4.34,FOMO,,synthetic,2024-05-20 18:58:35,,False
TT-006624,TR-002,M. Chen,2025-05-07,08:45:57,,,London,ETH,Crypto,Buy,Trend Following,1259.32371,,1227.107,1353.07433,6.838698,1.173,3.413,,7.32,,,,19417.94,44.888,2.91,Disciplined,"Clean trend following setup on ETH, waited for confirmation and let the target fill.",synthetic,2025-05-07 08:45:57,,False
TT-003275,TR-002,M. Chen,2024-08-03,06:20:01,,,Asia,ETH,Crypto,Buy,Swing,829.67917,,797.44451,979.57035,5.625462,1.09,5.067,,3.97,,,,17513.93,44.888,4.65,Confident,"Read the ETH structure well, scaled out at target.",synthetic,2024-08-03 06:20:01,,False
TT-009480,TR-002,M. Chen,2026-02-04,12:59:09,,,London,NASDAQ,Index,Buy,Order Block (SMC),37833.61386,,37559.30532,38563.27459,1.103346,1.742,4.634,,9.18,,,,18167.3,44.888,2.66,Neutral,"Standard order block (smc) entry, nothing special. Target reached.",synthetic,2026-02-04 12:59:09,,False
TT-010298,TR-002,M. Chen,2026-04-28,20:31:00,,,New York,EURUSD,Forex,Sell,Scalping,0.78077,,0.78143,0.78019,463325.351545,1.32,1.148,,43.41,,,,23514.51,44.888,0.87,Revenge,"Jumped straight back in after the previous loss. Recovered, pure luck.",synthetic,2026-04-28 20:31:00,,False
TT-006149,TR-001,A. Kapoor,2025-03-24,12:40:17,,,London,GOLD,Commodity,Sell,Swing,2379.84047,,2407.20697,2311.42423,16.24997,0.699,1.747,,11.6,,,,63181.3,27.584,2.5,Neutral,"Choppy conditions on GOLD, no follow-through.",synthetic,2025-03-24 12:40:17,,False
TT-003585,TR-007,D. Novak,2024-08-22,18:07:49,,,New York,NASDAQ,Index,Sell,Breakout,24972.80207,,25131.0702,24483.75354,1.414243,1.459,4.509,,7.77,,,,16021.99,48.807,3.09,Confident,"Good execution, momentum confirmed the bias early.",synthetic,2024-08-22 18:07:49,,False
TT-006853,TR-003,S. Iyer,2025-05-25,07:12:06,,,Asia,BTC,Crypto,Sell,Scalping,16928.18754,,17018.24297,16819.22048,1.464341,2.16,2.614,,18.59,,,,5954.16,63.398,1.21,Revenge,"Revenge trade straight after a loss. Size was reckless, no setup.",synthetic,2025-05-25 07:12:06,,False
TT-010423,TR-006,K. Watanabe,2026-05-07,09:34:55,,,London,BTC,Crypto,Buy,Breakout,24774.48325,,24445.11209,25617.6734,1.485689,0.801,2.05,,27.61,,,,62439.35,33.006,2.56,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic,2026-05-07 09:34:55,,False
TT-003588,TR-011,N. Haddad,2024-08-22,10:59:47,,,London,US30,Index,Sell,Order Block (SMC),40919.12072,,41047.31629,40515.30467,9.059728,2.354,7.414,,74.14,,,,48106.65,20.328,3.15,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic,2024-08-22 10:59:47,,False
TT-006069,TR-002,M. Chen,2025-03-16,12:05:52,,,London,BTC,Crypto,Sell,Scalping,2422562.555,,24313.67102,24146.38461,2.780352,1.128,1.016,,50.52,,,,21399.15,44.888,0.9,Greedy,Oversized well beyond the risk plan and got punished.,synthetic,2025-03-16 12:05:52,,True
TT-007768,TR-011,N. Haddad,2025-08-08,11:06:06,,,London,US30,Index,Buy,Mean Reversion,62898.81364,,62596.03082,63231.87473,2.61299,1.127,1.239,,32.87,,,,69399.24,30.204,1.1,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic,2025-08-08 11:06:06,,False
TT-004718,TR-006,K. Watanabe,2024-11-25,00:09:15,,,Asia,NASDAQ,Index,Buy,Breakout,28765.66316,,28500.79727,29509.93632,1.566018,1.198,3.367,,9.91,,,,35468.63,33.006,2.81,Confident,"Read the NASDAQ structure well, scaled out at target.",synthetic,2024-11-25 00:09:15,,False
TT-001293,TR-005,L. Fernandez,2024-03-28,03:21:24,,,Asia,NASDAQ,Index,Sell,Order Block (SMC),17370.86513,,17502.54644,17062.73085,1.799199,2.635,6.166,,6.88,,,,8871.07,37.945,2.34,FOMO,Chased the NASDAQ candle after the move was done. Immediate reversal.,synthetic,2024-03-28 03:21:24,,False
TT-004194,TR-003,S. Iyer,2024-10-16,10:22:26,,,London,US30,Index,Buy,Breakout,43164.74237,,42967.76943,43661.11417,0.858085,1.526,3.846,,7.41,,,,11000.33,62.449,2.52,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic,2024-10-16 10:22:26,,False
TT-002955,TR-010,P. Silva,2024-07-12,20:04:36,,,New York,GOLD,Commodity,Buy,Breakout,2523.21702,,2510.46691,2550.37476,2.282469,1.052,2.241,,1.73,,,,2734.89,78.702,2.13,Anxious,"Cut the position early in fear, price later reached my target.",synthetic,2024-07-12 20:04:36,,False
TT-002309,TR-004,J. Okafor,2024-06-02,13:01:54,,,New York,ETH,Crypto,Sell,Order Block (SMC),961.01268,,974.68096,919.87116,71.889413,0.814,2.45,,58.72,,,,123614.06,13.173,3.01,Neutral,"Textbook execution, no emotion involved.",synthetic,2024-06-02 13:01:54,,False
TT-007727,TR-011,N. Haddad,2025-08-05,09:48:03,,,London,ETH,Crypto,Buy,Scalping,2088.74461,,2057.44367,2118.79351,19.503261,0.833,0.8,,34.63,,,,73028.63,30.204,0.96,Neutral,"Choppy conditions on ETH, no follow-through.",synthetic,2025-08-05 09:48:03,,False
TT-004558,TR-003,S. Iyer,2024-11-13,11:10:08,,,London,GOLD,Commodity,Buy,Breakout,2309.39666,,2294.98819,2336.05234,4.058778,0.572,1.058,,2.81,,,,10332.95,62.449,1.85,Revenge,"Jumped straight back in after the previous loss. Recovered, pure luck.",synthetic,2024-11-13 11:10:08,,False
TT-001938,TR-007,D. Novak,2024-05-08,12:25:56,,,London,BTC,Crypto,Buy,Breakout,25049.55195,,24689.28421,25788.10083,0.839381,1.115,2.285,,15.77,,,,26811.52,33.736,2.05,Anxious,Second-guessed the entry and exited into noise.,synthetic,2024-05-08 12:25:56,,False
TT-009393,TR-006,K. Watanabe,2026-01-26,01:52:22,,,Asia,US30,Index,Sell,News Trading,62722.7027,,63487.76668,60756.48829,1.236717,1.178,3.027,,15.51,,,,79377.34,33.006,2.57,Disciplined,US30 reversed on higher-timeframe supply. Good loss.,synthetic,2026-01-26 01:52:22,,False
TT-000020,TR-006,K. Watanabe,2024-01-02,08:22:28,,,London,US30,Index,Sell,Mean Reversion,37700.03525,,37804.56039,37515.02575,4.511452,1.36,2.408,,34.02,,,,34159.19,2.402,1.77,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic,2024-01-02 08:22:28,,False
TT-002802,TR-010,P. Silva,2024-07-03,20:08:00,,,New York,ETH,Crypto,Buy,Scalping,1184.16754,,1175.22617,1196.2384,5.055784,1.407,1.9,,5.09,,,,3157.15,75.283,1.35,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic,2024-07-03 20:08:00,,False
TT-002056,TR-004,J. Okafor,2024-05-17,19:09:29,,,New York,GOLD,Commodity,Buy,Swing,2168.60248,,2137.44363,2279.83957,61.680828,1.749,6.245,,40.13,,,,116681.32,13.173,3.57,Revenge,"Jumped straight back in after the previous loss. Recovered, pure luck.",synthetic,2024-05-17 19:09:29,,False
TT-009692,TR-002,M. Chen,2026-02-25,10:03:28,,,London,EURUSD,Forex,Buy,Swing,0.78026,,0.77435,0.79997,22335.364147,0.712,2.378,,2.09,,,,18383.49,44.888,3.34,Disciplined,,synthetic,2026-02-25 10:03:28,,False
TT-001846,TR-009,E. Bauer,2024-05-02,12:30:26,,,London,GOLD,Commodity,Sell,Trend Following,2281.35871,,2303.30469,2197.74454,29.483673,2.469,9.407,,20.18,,,,25708.3,16.296,3.81,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic,2024-05-02 12:30:26,,False
TT-007743,TR-012,T. Bergman,2025-08-06,08:29:05,,,London,NASDAQ,Index,Buy,Scalping,37808.92666,,37655.49694,37939.34193,1.036743,1.186,1.008,,8.62,,,,13211.12,74.863,0.85,Neutral,"Setup failed, stop hit as planned.",synthetic,2025-08-06 08:29:05,,False
TT-010794,TR-011,N. Haddad,2026-06-17,08:11:15,,,London,NASDAQ,Index,Buy,Scalping,42203.35927,,41978.56771,42515.81955,6.705968,1.506,2.093,,62.26,,,,102160.66,30.204,1.39,Confident,"Read the NASDAQ structure well, scaled out at target.",synthetic,2026-06-17 08:11:15,,False
TT-000361,TR-008,R. Sharma,2024-01-30,12:17:20,,,London,BTC,Crypto,Buy,Swing,37641.88337,,36594.46179,42533.34215,0.53045,0.963,4.499,,14.98,,,,57100.92,12.133,4.67,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic,2024-01-30 12:17:20,,False
TT-009439,TR-004,J. Okafor,2026-01-29,09:54:58,,,London,EURUSD,Forex,Buy,News Trading,0.81931,,0.81376,0.83346,538087.329167,1.285,3.277,,52.9,,,,229324.41,18.669,2.55,Disciplined,EURUSD reversed on higher-timeframe supply. Good loss.,synthetic,2026-01-29 09:54:58,,False
TT-006935,TR-012,T. Bergman,2025-05-31,07:28:28,,,Asia,ETH,Crypto,Sell,Mean Reversion,1803.92926,,1851.3293,1730.4592,2.043868,0.883,1.369,,3.13,,,,10890.92,74.863,1.55,Anxious,Second-guessed the entry and exited into noise.,synthetic,2025-05-31 07:28:28,,False
TT-005326,TR-008,R. Sharma,2025-01-14,07:36:06,,,Asia,GOLD,Commodity,Sell,Swing,2350.55731,,2372.02917,2266.81704,47.428134,2.467,9.621,,33.44,,,,40662.78,39.977,3.9,FOMO,Chased the GOLD candle after the move was done. Immediate reversal.,synthetic,2025-01-14 07:36:06,,False
TT-009133,TR-011,N. Haddad,2025-12-29,16:01:05,,,New York,GOLD,Commodity,Sell,Breakout,3309.48342,,3327.76518,3275.66218,84.385991,1.408,2.604,,83.78,,,,107963.28,30.204,1.85,Neutral,"Choppy conditions on GOLD, no follow-through.",synthetic,2025-12-29 16:01:05,,False
TT-000358,TR-008,R. Sharma,2024-01-30,12:27:44,,,London,NASDAQ,Index,Sell,Order Block (SMC),15612.0153,,15746.28092,15264.26734,2.470328,0.559,1.447,,8.48,,,,59013.46,12.133,2.59,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic,2024-01-30 12:27:44,,False
TT-009202,TR-003,S. Iyer,2026-01-06,10:44:13,,,London,ETH,Crypto,Sell,Mean Reversion,1446.81509,,1493.45081,1393.18401,1.125624,1.075,1.236,,1.38,,,,4904.84,76.332,1.15,Neutral,"Textbook execution, no emotion involved.",synthetic,2026-01-06 10:44:13,,False
TT-008568,TR-012,T. Bergman,2025-10-31,11:21:35,,,London,ETH,Crypto,Sell,Mean Reversion,1194.58043,,1219.73629,1168.92146,8.665723,2.018,2.058,,8.8,,,,10577.16,74.863,1.02,Revenge,"Revenge trade straight after a loss. Size was reckless, no setup.",synthetic,2025-10-31 11:21:35,,False
TT-008596,TR-002,M. Chen,2025-11-04,10:13:41,,,London,NASDAQ,Index,Sell,Mean Reversion,37973.96082,,38440.7117,37199.15436,0.672839,1.2,1.992,,5.62,,,,26040.05,44.888,1.66,Disciplined,NASDAQ reversed on higher-timeframe supply. Good loss.,synthetic,2025-11-04 10:13:41,,False
TT-010938,TR-002,M. Chen,2026-06-30,10:16:43,,,London,GOLD,Commodity,Buy,Trend Following,3729.49837,,3712.19669,3797.84003,19.120849,1.481,5.851,,21.39,,,,22200.22,44.888,3.95,Anxious,"Cut the position early in fear, price later reached my target.",synthetic,2026-06-30 10:16:43,,False
TT-001113,TR-012,T. Bergman,2024-03-19,07:50:35,,,Asia,BTC,Crypto,Sell,Mean Reversion,23791.49994,,24584.08347,22396.55294,0.517503,1.562,2.749,,9.23,,,,25936.14,24.305,1.76,FOMO,Chased the BTC candle after the move was done. Immediate reversal.,synthetic,2024-03-19 07:50:35,,False
TT-007661,TR-012,T. Bergman,2025-07-29,09:46:13,,,London,US30,Index,Buy,Breakout,62194.09113,,61881.35695,62841.45088,0.949697,2.185,4.522,,11.81,,,,13285.88,74.863,2.07,FOMO,Chased the US30 candle after the move was done. Immediate reversal.,synthetic,2025-07-29 09:46:13,,False
TT-008468,TR-001,A. Kapoor,2025-10-21,06:37:06,,,Asia,BTC,Crypto,Buy,Scalping,9105.39105,,9048.21802,9184.86156,15.480013,1.293,1.798,,105.71,,,,67447.99,28.476,1.39,Neutral,"Setup failed, stop hit as planned.",synthetic,2025-10-21 06:37:06,,False
TT-007759,TR-004,J. Okafor,2025-08-08,10:23:07,,,London,ETH,Crypto,Buy,Order Block (SMC),2231.0536,,2166.29404,2461.59762,50.034148,1.912,6.806,,94.88,,,,166158.5,18.669,3.56,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic,2025-08-08 10:23:07,,False
TT-002881,TR-009,E. Bauer,2024-07-09,03:20:21,,,Asia,EURUSD,Forex,Buy,Swing,0.91909,,0.91207,0.94614,28213.912902,0.74,2.85,,3.11,,,,26570.93,20.848,3.85,,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic,2024-07-09 03:20:21,,False
TT-009850,TR-008,R. Sharma,2026-03-13,11:54:10,,,London,BTC,Crypto,Buy,Trend Following,23859.23257,,22959.07802,25974.59577,0.27113,0.606,1.425,,4.85,,,,40152.32,64.176,2.35,Anxious,Second-guessed the entry and exited into noise.,synthetic,2026-03-13 11:54:10,,False
TT-007717,TR-003,S. Iyer,2025-08-05,08:56:21,,,London,GOLD,Commodity,Sell,Breakout,2479.48801,,2488.58077,2452.84623,17.928952,2.876,8.426,,13.34,,,,5832.56,76.332,2.93,FOMO,"Entered late without confirmation. Worked, but the process was wrong.",synthetic,2025-08-05 08:56:21,,False
TT-007870,TR-001,A. Kapoor,2025-08-18,09:58:05,,,London,ETH,Crypto,Sell,Swing,1820.94207,,1927.06303,1398.58064,6.78651,0.967,3.85,,10.5,,,,73727.8,27.584,3.98,Neutral,"Setup failed, stop hit as planned.",synthetic,2025-08-18 09:58:05,,False
TT-003025,TR-005,L. Fernandez,2024-07-17,17:14:14,,,New York,BTC,Crypto,Buy,Breakout,14746.69286,,14323.60609,16032.87665,0.107995,1.833,5.574,,1.19,,,,2629.82,78.726,3.04,Neutral,"Textbook execution, no emotion involved.",synthetic,2024-07-17 17:14:14,,False
