trade_id,trader_id,trader_name,trade_date,entry_time,exit_time,exit_date,trading_session,asset,asset_class,trade_type,strategy,entry_price,exit_price,stop_loss,take_profit,quantity,risk_pct,reward_pct,profit_loss,fees,net_profit,trade_duration_min,win_loss,account_balance,max_drawdown_pct,risk_reward_ratio,emotional_state,trade_notes,data_source
TT-002419,TR-008,R. Sharma,2024-06-08,11:00:39,11:04:39,2024-06-08,London,BTC,Crypto,Buy,Scalping,21140.79934,21041.00139,21025.82651,21264.97,8.716864,1.782,1.924,-869.93,138.21,-1008.14,4.0,Loss,55235.32,34.122,1.08,Revenge,"Revenge trade straight after a loss. Size was reckless, no setup.",synthetic
TT-006005,TR-001,A. Kapoor,2025-03-11,09:43:31,11:34:31,2025-03-11,London,NASDAQ,Index,Buy,Order Block (SMC),29939.03023,30456.91246,29780.17065,30456.91246,3.67063,0.861,2.808,1900.95,24.18,1876.77,111.0,Win,69585.88,27.584,3.26,Disciplined,"Clean order block (smc) setup on NASDAQ, waited for confirmation and let the target fill.",synthetic
TT-005558,TR-007,D. Novak,2025-01-31,11:26:16,15:26:16,2025-01-31,London,BTC,Crypto,Buy,Trend Following,23527.93252,23095.10431,22961.00942,25268.38645,0.276658,2.113,6.488,-119.75,4.88,-124.63,240.0,Loss,7297.49,76.217,3.07,Disciplined,BTC reversed on higher-timeframe supply. Good loss.,synthetic
TT-004966,TR-001,A. Kapoor,2024-12-12,04:05:38,05:13:38,2024-12-12,Asia,NASDAQ,Index,Buy,Breakout,30164.17446,29987.64151,29987.64151,30695.53864,3.514754,1.152,3.467,-620.47,23.32,-643.79,68.0,Loss,53218.76,27.584,3.01,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-008048,TR-006,K. Watanabe,2025-09-04,17:14:38,17:28:38,2025-09-04,New York,gold,Commodity,Sell,News Trading,2703.79821,2721.88135,2721.88135,2647.74047,16.275162,0.649,2.011,-294.31,13.2,-307.51,14.0,Loss,45057.35,33.006,3.1,Disciplined,"Valid news trading setup, market simply rejected the level. Stop respected.",synthetic
TT-007682,TR-006,K. Watanabe,2025-07-31,04:46:38,05:54:38,2025-07-31,Asia,US30,Index,Sell,Breakout,61754.6146,60828.47241,62063.32867,60828.47241,1.443578,0.951,2.854,1336.96,17.83,1319.13,68.0,Win,48170.16,33.006,3.0,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-001134,TR-012,T. Bergman,2024-03-20,00:56:33,01:02:33,2024-03-20,asia,US30,Index,Sell,Scalping,39038.28507,38987.88254,39102.8555,38975.65174,5.201773,1.316,1.276,262.18,40.61,221.57,6.0,Win,25752.86,24.305,0.97,Confident,"Read the US30 structure well, scaled out at target.",synthetic
TT-006217,TR-011,N. Haddad,2025-03-29,18:06:57,20:42:57,2025-03-29,New York,BTC,Crypto,Sell,Breakout,20756.18581,20940.76189,21013.97733,20122.01869,2.190578,0.869,2.137,-404.33,34.1,-438.43,156.0,Loss,64562.85,22.665,2.46,FOMO,Chased the BTC candle after the move was done. Immediate reversal.,synthetic
TT-005477,TR-003,S. Iyer,2025-01-28,09:03:54,09:05:54,2025-01-28,London,EURUSD,Forex,Buy,Scalping,0.80739,0.80719,0.80662,0.80826,160355.28464,1.558,1.776,-30.81,15.54,-46.35,2.0,Loss,7844.94,62.449,1.14,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-000931,TR-010,P. Silva,2024-03-07,08:28:35,08:52:35,2024-03-07,London,NASDAQ,Index,Buy,Scalping,16690.86279,16635.91226,16642.01164,16744.11054,1.702871,0.96,1.047,-93.57,6.25,-99.82,24.0,Loss,8563.64,41.974,1.09,Anxious,"Cut the position early in fear, price later reached my target.",synthetic
TT-001063,TR-012,T. Bergman,2024-03-15,12:19:42,12:31:42,2024-03-15,London,NASDAQ,Index,Buy,Scalping,16956.00974,17027.78681,16900.79661,17027.78681,7.371309,1.625,2.112,529.09,27.5,501.59,12.0,Win,25554.96,24.305,1.3,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic
TT-006548,TR-012,T. Bergman,2025-04-30,11:32:06,11:38:06,2025-04-30,London,btc,Crypto,Buy,Scalping,17602.81481,17496.80712,17496.80712,17714.12289,1.545236,1.463,1.537,-163.81,20.4,-184.21,6.0,Loss,11009.69,74.863,1.05,Greedy,Held past the invalidation hoping for more. Bad exit.,synthetic
TT-003849,TR-009,E. Bauer,2024-09-16,08:17:49,09:04:49,2024-09-16,London,NASDAQ,Index,Sell,Order Block (SMC),25555.33891,25682.66192,25791.11,24864.52961,1.499327,1.786,5.232,-190.9,8.43,-199.33,47.0,Loss,19597.21,34.676,2.93,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-010627,TR-008,R. Sharma,2026-05-28,12:35:43,17:31:43,2026-05-28,London,NASDAQ,Index,Sell,Trend Following,40775.99991,39558.35877,41184.60432,39558.35877,0.903338,0.875,2.608,1099.94,8.1,1091.84,296.0,Win,43262.01,64.176,2.98,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-000350,TR-002,M. Chen,2024-01-30,11:39:26,11:50:26,2024-01-30,London,NASDAQ,Index,Sell,News Trading,15789.0596,15382.54858,15977.25914,15382.54858,3.993744,3.059,6.608,1623.5,13.87,1609.63,11.0,Win,26179.0,6.317,2.16,Revenge,Doubled size to make the loss back. Won — dangerous precedent.,synthetic
TT-006785,TR-004,J. Okafor,2025-05-21,17:41:16,17:57:16,2025-05-21,New York,NASDAQ,Index,Sell,Breakout,33092.24177,33270.57563,33351.85763,32354.93273,4.052259,0.693,1.968,-722.65,29.5,-752.15,16.0,Loss,151069.77,18.669,2.84,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-007321,TR-003,S. Iyer,2025-07-01,09:57:50,21:15:50,2025-07-01,London,EURUSD,Forex,Sell,Trend Following,0.8992,0.90296,0.90296,0.88912,37477.642141,3.513,9.415,-140.85,4.04,-144.89,678.0,Loss,3864.39,76.245,2.68,Revenge,Tried to recover the previous loss in one trade. Textbook tilt.,synthetic
TT-002877,TR-008,R. Sharma,2024-07-09,14:22:30,21:25:30,2024-07-09,New York,NASDAQ,Index,Buy,Trend Following,23156.27008,22938.19522,22938.19522,23640.39628,2.75218,1.004,2.229,-600.18,14.02,-614.2,423.0,Loss,59155.49,34.122,2.22,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-009886,TR-006,K. Watanabe,2026-03-17,15:04:03,02:58:03,2026-03-18,New York,EURUSD,Forex,Buy,Swing,0.79937,0.79367,0.79367,0.82587,159822.47573,1.169,5.437,-910.97,15.33,-926.3,714.0,Loss,76980.54,33.006,4.65,Neutral,"Choppy conditions on EURUSD, no follow-through.",synthetic
TT-003505,TR-007,D. Novak,2024-08-17,17:52:55,18:07:55,2024-08-17,New York,BTC,Crypto,Sell,Mean Reversion,16231.70363,16312.22772,16500.8174,15752.68111,0.923076,1.628,2.898,-74.33,11.24,-85.57,15.0,Loss,15170.51,47.527,1.78,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-008030,TR-009,E. Bauer,2025-09-02,19:45:14,08:05:14,2025-09-03,New York,US30,Index,Buy,Trend Following,67046.41325,66752.13183,66752.13183,67988.1138,0.125084,0.687,2.197,-36.81,1.68,-38.49,740.0,Loss,5322.12,84.007,3.2,Neutral,"Setup failed, stop hit as planned.",synthetic
TT-010282,TR-001,A. Kapoor,2026-04-27,11:00:47,11:14:47,2026-04-27,London,GOLD,Commodity,Sell,Scalping,3632.26941,3639.76003,3639.76003,3622.15707,115.742626,1.154,1.558,-866.98,126.12,-993.1,14.0,Loss,74114.9,28.476,1.35,Disciplined,"Valid scalping setup, market simply rejected the level. Stop respected.",synthetic
TT-003249,TR-012,T. Bergman,2024-08-01,00:57:43,02:19:43,2024-08-01,Asia,BTC,Crypto,Buy,Order Block (SMC),18284.01416,19135.91018,17903.70344,19135.91018,0.386669,1.183,2.65,329.4,5.3,324.1,82.0,Win,12752.31,59.689,2.24,Neutral,"Standard order block (smc) entry, nothing special. Target reached.",synthetic
TT-009370,TR-012,T. Bergman,2026-01-22,18:16:45,00:10:45,2026-01-23,New York,ETH,Crypto,sell,Trend Following,1456.41372,1504.23936,1494.84541,1311.14192,3.269146,1.229,4.646,-156.35,4.05,-160.4,354.0,Loss,10061.35,74.863,3.78,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-003333,TR-007,D. Novak,2024-08-07,14:31:49,15:13:49,2024-08-07,New York,BTC,Crypto,SELL,Mean Reversion,17490.89691,16788.69455,17962.17366,16788.69455,1.138296,3.055,4.551,799.31,14.93,784.38,42.0,Win,18346.48,39.254,1.49,FOMO,"Entered late without confirmation. Worked, but the process was wrong.",synthetic
TT-005647,TR-003,S. Iyer,2025-02-10,06:14:47,07:07:47,2025-02-10,Asia,NASDAQ,Index,Buy,Breakout,32184.90936,31951.13477,31951.13477,32846.49145,0.3893,1.176,3.327,-91.01,2.76,-93.77,53.0,Loss,7648.08,62.449,2.83,Neutral,"Choppy conditions on NASDAQ, no follow-through.",synthetic
TT-002759,TR-002,M. Chen,2024-07-01,11:48:16,12:09:16,2024-07-01,London,BTC,Crypto,Buy,Scalping,17615.21465,17749.71283,17443.46824,17761.1991,1.04559,1.056,0.898,140.63,13.81,126.82,21.0,Win,17126.72,44.888,0.85,Disciplined,"Clean scalping setup on BTC, waited for confirmation and let the target fill.",synthetic
TT-010670,TR-011,N. Haddad,2026-06-01,01:34:12,02:38:12,2026-06-01,Asia,GOLD,Commodity,Buy,Mean Reversion,3746.43095,3740.36045,3725.25177,3777.14075,29.810369,0.644,0.934,-180.96,33.5,-214.46,64.0,Loss,97840.23,30.204,1.45,Anxious,"Cut the position early in fear, price later reached my target.",synthetic
TT-005782,TR-006,K. Watanabe,2025-02-20,08:01:06,08:52:06,2025-02-20,London,GOLD,Commodity,Sell,Trend Following,2474.0957,2482.0803,2489.48893,2416.98682,47.571907,1.701,6.311,-379.84,35.31,-415.15,51.0,Loss,42630.52,33.006,3.71,Disciplined,,synthetic
TT-006728,TR-009,E. Bauer,2025-05-14,04:26:31,04:40:31,2025-05-14,Asia,NASDAQ,Index,Buy,Breakout,33284.2139,33147.89677,33086.44537,33725.23773,0.693623,2.207,4.923,-94.55,5.08,-99.63,14.0,Loss,6114.58,79.618,2.23,Revenge,"Entered within minutes of stopping out. Emotional, not analytical.",synthetic
TT-002142,TR-012,T. Bergman,2024-05-22,15:34:22,17:38:22,2024-05-22,New York,ETH,Crypto,Sell,Mean Reversion,994.51671,1023.11021,1023.11021,962.20605,6.362019,1.466,1.657,-181.91,5.38,-187.29,124.0,Loss,12218.08,59.689,1.13,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-003718,TR-009,E. Bauer,2024-09-04,16:30:32,17:53:32,2024-09-04,New York,US30,Index,Buy,Breakout,42803.50594,42424.53963,42493.41015,43687.27894,1.084469,1.596,4.549,-410.98,9.28,-420.26,83.0,Loss,20646.4,31.179,2.85,Disciplined,US30 reversed on higher-timeframe supply. Good loss.,synthetic
TT-010290,TR-004,J. Okafor,2026-04-27,10:58:35,11:53:35,2026-04-27,London,GOLD,Commodity,Buy,Mean Reversion,3632.777,3657.82284,3618.78491,3657.82284,122.485386,0.686,1.227,3067.75,133.49,2934.26,55.0,Win,303165.36,18.669,1.79,Confident,"Read the GOLD structure well, scaled out at target.",synthetic
TT-002725,TR-009,E. Bauer,2024-06-27,12:46:34,13:21:34,2024-06-27,London,ETH,Crypto,Sell,Breakout,1060.23725,964.59378,1094.27407,964.59378,9.418622,1.241,3.488,900.83,8.49,892.34,35.0,Win,26717.06,20.848,2.81,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-006429,TR-009,E. Bauer,2025-04-21,15:16:38,15:19:38,2025-04-21,New York,GOLD,Commodity,Sell,Scalping,2546.88873,2553.28385,2553.28385,2538.44717,18.905974,1.28,1.689,-120.91,14.45,-135.36,3.0,Loss,9312.99,73.292,1.32,Neutral,"Setup failed, stop hit as planned.",synthetic
TT-002615,TR-008,R. Sharma,2024-06-20,12:51:54,13:07:54,2024-06-20,London,BTC,Crypto,Sell,Scalping,17748.56643,17866.4258,17906.41076,17590.7221,2.545986,0.658,0.658,-300.07,33.89,-333.96,16.0,Loss,60713.83,34.122,1.0,Disciplined,"Valid scalping setup, market simply rejected the level. Stop respected.",synthetic
TT-003112,TR-001,A. Kapoor,2024-07-23,07:47:09,08:43:09,2024-07-23,Asia,GOLD,Commodity,Buy,Order Block (SMC),2467.13905,2460.42688,2460.42688,2488.5509,70.691728,1.022,3.261,-474.5,52.32,-526.82,56.0,Loss,45883.92,27.584,3.19,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-006093,TR-006,K. Watanabe,2025-03-18,20:56:55,22:27:55,2025-03-18,New York,BTC,Crypto,Sell,Breakout,23520.26952,23886.32876,23886.32876,22400.12824,1.094756,0.975,2.985,-400.75,19.31,-420.06,91.0,Loss,40666.02,33.006,3.06,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-000809,TR-010,P. Silva,2024-02-27,06:36:33,07:01:33,2024-02-27,Asia,BTC,Crypto,Buy,Breakout,30389.97524,30090.05061,30090.05061,31214.76795,0.617636,2.463,6.773,-185.24,14.08,-199.32,25.0,Loss,7322.45,41.974,2.75,Disciplined,"Valid breakout setup, market simply rejected the level. Stop respected.",synthetic
TT-000338,TR-005,L. Fernandez,2024-01-29,18:04:48,04:11:48,2024-01-30,New York,ETH,Crypto,Sell,Swing,2090.55586,2173.90534,2202.74892,1622.71081,1.338522,1.564,6.522,-111.57,2.38,-113.95,607.0,Loss,9488.29,19.151,4.17,Anxious,"Cut the position early in fear, price later reached my target.",synthetic
TT-001850,TR-011,N. Haddad,2024-05-02,12:19:58,12:44:58,2024-05-02,London,GOLD,Commodity,Sell,Breakout,2275.29914,2294.46956,2294.46956,2219.51322,40.370185,1.422,4.139,-773.91,27.56,-801.47,25.0,Loss,53608.73,19.516,2.91,Neutral,"Choppy conditions on GOLD, no follow-through.",synthetic
TT-007530,TR-012,T. Bergman,2025-07-17,08:49:16,10:03:16,2025-07-17,London,GOLD,Commodity,Sell,Breakout,2492.68969,2463.26666,2505.74011,2460.32466,11.845005,1.185,2.938,348.52,8.86,339.66,74.0,Win,13389.43,74.863,2.48,Disciplined,"Clean breakout setup on GOLD, waited for confirmation and let the target fill.",synthetic
TT-004651,TR-009,E. Bauer,2024-11-19,02:33:38,02:41:38,2024-11-19,Asia,US30,Index,Sell,News Trading,44809.11403,45325.72849,45325.72849,43460.7503,0.31555,1.337,3.49,-163.02,2.83,-165.85,8.0,Loss,12026.03,59.913,2.61,Disciplined,"Valid news trading setup, market simply rejected the level. Stop respected.",synthetic
TT-005269,TR-007,D. Novak,2025-01-09,09:50:01,10:20:01,2025-01-09,London,BTC,Crypto,Buy,Mean Reversion,20674.1391,21198.92213,20270.45984,21198.92213,0.264209,1.21,1.574,138.65,4.1,134.55,30.0,Win,8946.11,71.646,1.3,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-004252,TR-009,E. Bauer,2024-10-21,14:21:10,21:51:10,2024-10-21,New York,BTC,Crypto,Sell,Trend Following,18290.5673,18476.28398,18933.58072,15782.81497,0.185107,0.729,2.843,-34.38,2.54,-36.92,450.0,Loss,16289.14,47.94,3.9,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-009309,TR-011,N. Haddad,2026-01-16,12:55:08,14:55:08,2026-01-16,London,BTC,Crypto,Buy,Trend Following,17838.5697,17403.98146,17403.98146,19546.5015,4.191267,1.642,6.453,-1821.48,56.07,-1877.55,120.0,Loss,109060.65,30.204,3.93,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic
TT-001244,TR-004,J. Okafor,2024-03-26,09:39:41,12:06:41,2024-03-26,London,EURUSD,Forex,Sell,Breakout,1.02723,1.01947,1.03027,1.01947,579321.025209,1.883,4.802,4495.41,71.41,4424.0,147.0,Win,98035.92,13.173,2.55,,"Entered late without confirmation. Worked, but the process was wrong.",synthetic
TT-009492,TR-001,A. Kapoor,2026-02-05,11:13:39,11:15:39,2026-02-05,London,GOLD,Commodity,Buy,Scalping,3427.86246,3420.74578,3417.6793,3437.23096,54.26247,0.718,0.661,-386.17,55.8,-441.97,2.0,Loss,76480.81,28.476,0.92,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic
TT-002722,TR-009,E. Bauer,2024-06-27,03:25:47,03:57:47,2024-06-27,Asia,GOLD,Commodity,Buy,News Trading,2405.07526,2453.09986,2388.95963,2453.09986,24.600417,1.652,4.923,1181.43,17.75,1163.68,32.0,Win,25163.08,20.848,2.98,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic
TT-009706,TR-008,R. Sharma,2026-02-26,16:02:49,17:03:49,2026-02-26,New York,GOLD,Commodity,Buy,Mean Reversion,3335.86122,3375.9397,3312.69447,3375.9397,7.871399,0.429,0.742,315.47,7.88,307.59,61.0,Win,42850.42,64.176,1.73,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-005630,TR-004,J. Okafor,2025-02-06,09:29:41,09:59:41,2025-02-06,London,BTC,Crypto,Sell,Mean Reversion,23607.79494,23421.99142,23783.08128,23421.99142,7.743286,0.895,0.949,1438.73,137.1,1301.63,30.0,Win,152930.51,13.522,1.06,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic
TT-003550,TR-004,J. Okafor,2024-08-21,06:45:59,06:49:59,2024-08-21,Asia,BTC,Crypto,Sell,Scalping,15495.95354,15344.16835,15631.47603,15344.16835,11.013955,1.21,1.355,1671.76,128.0,1543.76,4.0,Win,124931.11,13.522,1.12,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-009080,TR-001,A. Kapoor,2025-12-23,14:39:11,17:21:11,2025-12-23,New York,NASDAQ,Index,Sell,Trend Following,38416.28907,38709.82661,38709.82661,37682.44522,1.129107,0.443,1.109,-331.44,9.54,-340.98,162.0,Loss,74400.27,28.476,2.5,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic
TT-000380,TR-004,J. Okafor,2024-01-31,05:26:58,09:07:58,2024-01-31,Asia,EURUSD,Forex,Sell,TREND FOLLOWING,1.07912,1.08072,1.08252,1.06613,211284.642072,0.707,2.701,-338.94,27.36,-366.3,221.0,Loss,101187.12,6.891,3.82,Neutral,"Setup failed, stop hit as planned.",synthetic
TT-005222,TR-007,D. Novak,2025-01-03,11:13:15,15:44:15,2025-01-03,London,BTC,Crypto,Buy,Trend Following,20366.53652,19938.16763,19938.16763,21703.04744,0.422668,2.068,6.452,-181.06,6.46,-187.52,271.0,Loss,8567.65,70.365,3.12,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-000309,TR-005,L. Fernandez,2024-01-26,11:35:07,04:31:07,2024-01-28,London,GOLD,Commodity,Sell,Swing,2146.50612,2167.60627,2167.60627,2043.95941,9.099515,2.052,9.972,-192.0,5.86,-197.86,2456.0,Loss,9159.58,19.151,4.86,Neutral,"Choppy conditions on GOLD, no follow-through.",synthetic
TT-004205,TR-007,D. Novak,2024-10-16,14:29:20,19:54:20,2024-10-16,New York,BTC,Crypto,Sell,Trend Following,20474.28257,21166.77693,21138.90371,18639.9282,0.481022,1.996,5.509,-333.1,7.39,-340.49,325.0,Loss,15677.49,52.773,2.76,Disciplined,BTC reversed on higher-timeframe supply. Good loss.,synthetic
TT-004429,TR-002,M. Chen,2024-11-04,10:05:12,10:32:12,2024-11-04,London,BTC,Crypto,Buy,Breakout,16833.64685,16583.45515,16583.45515,17531.68166,1.528717,1.765,4.924,-382.47,19.3,-401.77,27.0,Loss,21267.4,44.888,2.79,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-005338,TR-011,N. Haddad,2025-01-15,16:22:54,07:38:54,2025-01-19,New York,US30,Index,Sell,Swing,47335.81553,45661.78956,47687.50165,45661.78956,1.629741,0.899,4.278,2728.23,15.43,2712.8,5236.0,Win,66482.19,22.665,4.76,Neutral,"Standard swing entry, nothing special. Target reached.",synthetic
TT-006795,TR-002,M. Chen,2025-05-22,19:35:37,05:59:37,2025-05-24,New York,ETH,Crypto,Buy,Swing,1608.00331,1961.89845,1533.96667,1961.89845,1.767132,0.616,2.944,625.38,2.42,622.96,2064.0,Win,21862.42,44.888,4.78,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-000205,TR-007,D. Novak,2024-01-16,18:29:10,22:39:10,2024-01-16,New York,GOLD,Commodity,Sell,Swing,2160.82229,2109.70423,2196.27368,2026.816,21.94834,3.883,14.677,1121.96,14.23,1107.73,250.0,Win,21147.44,10.035,3.78,Revenge,"Jumped straight back in after the previous loss. Recovered, pure luck.",synthetic
TT-007328,TR-012,T. Bergman,2025-07-01,09:27:44,23:52:44,2025-07-02,London,EURUSD,Forex,Sell,Swing,0.89834,0.87177,0.90472,0.87177,22889.180819,1.229,5.111,608.08,2.47,605.61,2305.0,Win,12503.28,74.863,4.16,Confident,"Good execution, momentum confirmed the bias early.",synthetic
TT-004691,TR-008,R. Sharma,2024-11-23,02:40:14,04:56:14,2024-11-23,Asia,ETH,Crypto,Buy,Mean Reversion,1441.11531,1399.11726,1399.11726,1500.33256,10.353657,0.764,1.077,-434.83,12.68,-447.51,136.0,Loss,56464.14,34.122,1.41,Anxious,"Cut the position early in fear, price later reached my target.",synthetic
TT-004169,TR-004,J. Okafor,2024-10-14,10:29:56,11:23:56,2024-10-14,London,ETH,Crypto,Buy,Order Block (SMC),1609.59612,1699.12063,1569.4506,1699.12063,29.800404,0.776,1.731,2667.87,40.77,2627.1,54.0,Win,156768.73,13.522,2.23,Neutral,"Textbook execution, no emotion involved.",synthetic
TT-006818,TR-003,S. Iyer,2025-05-23,01:52:39,08:39:39,2025-05-23,Asia,BTC,Crypto,Buy,Trend Following,17295.0046,16940.09769,16940.09769,18263.90045,0.905607,4.218,11.514,-321.41,11.75,-333.16,407.0,Loss,7287.44,62.449,2.73,Revenge,"Entered within minutes of stopping out. Emotional, not analytical.",synthetic
TT-008649,TR-002,M. Chen,2025-11-08,10:37:54,12:10:54,2025-11-08,London,ETH,Crypto,Buy,Trend Following,1054.50932,1028.55868,1023.7502,1151.70814,3.726389,0.465,1.47,-96.7,3.34,-100.04,93.0,Loss,24545.64,44.888,3.16,,Was too sure of the bias and ignored the opposing signal.,synthetic
TT-000755,TR-007,D. Novak,2024-02-23,08:30:09,08:55:09,2024-02-23,London,EURUSD,Forex,Buy,Breakout,1.07811,1.07458,1.07458,1.08672,98126.573095,1.589,3.877,-346.21,12.69,-358.9,25.0,Loss,21430.96,10.035,2.44,Neutral,"Setup failed, stop hit as planned.",synthetic
TT-007144,TR-012,T. Bergman,2025-06-18,04:57:24,10:11:24,2025-06-18,Asia,BTC,Crypto,Sell,Trend Following,11490.80717,10665.41645,11746.3606,10624.48103,0.31631,0.764,2.59,261.08,2.73,258.35,314.0,Win,10839.06,74.863,3.39,Confident,"Read the BTC structure well, scaled out at target.",synthetic
TT-004795,TR-012,T. Bergman,2024-11-29,08:37:29,09:02:29,2024-11-29,London,EURUSD,Forex,Buy,Order Block (SMC),0.80023,0.79953,0.79768,0.80667,43491.813759,1.19,3.0,-30.72,4.18,-34.9,25.0,Loss,9295.85,69.33,2.52,Anxious,Second-guessed the entry and exited into noise.,synthetic
TT-007345,TR-001,A. Kapoor,2025-07-03,01:43:04,17:02:04,2025-07-03,Asia,US30,Index,Sell,Trend Following,58288.02116,58743.07585,58743.07585,56718.08249,2.104158,1.309,4.515,-957.51,24.53,-982.04,919.0,Loss,72182.69,27.584,3.45,Neutral,"Choppy conditions on US30, no follow-through.",synthetic
TT-004980,TR-001,A. Kapoor,2024-12-13,00:34:45,00:42:45,2024-12-13,Asia,BTC,Crypto,Buy,News Trading,20756.63709,19701.34143,19973.81297,21970.01449,0.727826,1.051,1.629,-768.07,11.33,-779.4,8.0,Loss,53444.1,27.584,1.55,,"Valid news trading setup, market simply rejected the level. Stop respected.",synthetic
TT-009615,TR-001,A. Kapoor,2026-02-18,20:09:17,20:17:17,2026-02-18,New York,NASDAQ,Index,Buy,News Trading,37874.81655,37536.71373,37536.71373,38459.73441,1.640629,0.672,1.163,-554.7,13.67,-568.37,8.0,Loss,81953.96,28.476,1.73,Neutral,"Choppy conditions on NASDAQ, no follow-through.",synthetic
TT-002085,TR-010,P. Silva,2024-05-19,09:47:38,10:27:38,2024-05-19,London,ETH,Crypto,  Buy ,Breakout,1030.49779,1131.76032,982.50607,1131.76032,2.974676,2.685,5.665,301.22,2.61,298.61,40.0,Win,5615.56,60.412,2.11,FOMO,"Entered late without confirmation. Worked, but the process was wrong.",synthetic
TT-004614,TR-007,D. Novak,2024-11-15,05:31:06,05:58:06,2024-11-15,Asia,BTC,Crypto,Sell,Breakout,18284.32872,18593.96948,18593.96948,17485.45555,0.632468,1.347,3.476,-195.84,8.67,-204.51,27.0,Loss,14332.21,55.704,2.58,Disciplined,"Valid breakout setup, market simply rejected the level. Stop respected.",synthetic
TT-005529,TR-006,K. Watanabe,2025-01-30,16:15:02,16:17:02,2025-01-30,New York,GOLD,Commodity,Sell,Scalping,2347.63733,2345.98451,2352.07683,2343.59739,55.125268,0.565,0.515,91.11,38.82,52.29,2.0,Win,43333.73,33.006,0.91,Confident,"Read the GOLD structure well, scaled out at target.",synthetic
TT-001959,TR-001,A. Kapoor,2024-05-10,12:53:38,14:03:38,2024-05-10,London,US30,Index,Buy,Order Block (SMC),41362.94641,41120.85331,41120.85331,42198.16763,1.075428,0.568,1.959,-260.35,8.9,-269.25,70.0,Loss,45581.62,20.388,3.45,Revenge,Tried to recover the previous loss in one trade. Textbook tilt.,synthetic
TT-005191,TR-007,D. Novak,2024-12-31,12:08:25,12:40:25,2024-12-31,London,GOLD,Commodity,Sell,Mean Reversion,2442.67067,2464.15285,2464.15285,2415.60313,8.05895,1.921,2.42,-173.12,5.91,-179.03,32.0,Loss,8833.01,69.448,1.26,Disciplined,"Valid mean reversion setup, market simply rejected the level. Stop respected.",synthetic
TT-009755,TR-003,S. Iyer,2026-03-04,09:17:34,16:13:34,2026-03-06,  London ,ETH,Crypto,Sell,Swing,1741.80815,1797.90248,1797.90248,1463.01931,0.833511,1.211,6.02,-46.76,1.23,-47.99,3296.0,Loss,3811.95,76.694,4.97,,"Overconfident after a winning run, skipped confirmation.",synthetic
TT-009086,TR-001,A. Kapoor,2025-12-24,13:18:37,,,New York,EURUSD,Forex,Buy,Scalping,0.81793,,0.81711,0.81902,943808.34528,1.061,1.411,,92.64,,,,73785.1,28.476,1.33,Confident,"Read the EURUSD structure well, scaled out at target.",synthetic
TT-003855,TR-002,M. Chen,2024-09-17,17:07:18,17:37:18,2024-09-17,New York,GOLD,Commodity,Buy,Mean Reversion,2339.93708,2346.7778,2328.35642,2352.21258,20.228559,1.118,1.185,138.38,14.2,124.18,30.0,Win,21078.02,44.888,1.06,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic
TT-003869,TR-008,R. Sharma,2024-09-17,17:57:50,18:37:50,2024-09-17,New York,NASDAQ,Index,Buy,Order Block (SMC),25522.32985,25350.19174,25350.19174,26129.97738,3.542841,1.009,3.561,-609.86,19.89,-629.75,40.0,Loss,59832.65,34.122,3.53,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic
TT-006583,TR-009,E. Bauer,2025-05-02,19:38:45,20:03:45,2025-05-02,New York,NASDAQ,Index,Sell,News Trading,33168.91869,33510.54781,33510.54781,32635.97725,0.164416,0.706,1.101,-56.17,1.2,-57.37,25.0,Loss,7898.49,73.672,1.56,Anxious,"Cut the position early in fear, price later reached my target.",synthetic
